client_id	path	sentence_id	sentence	sentence_domain	up_votes	down_votes	age	gender	accents	variant	locale	segment
4a5b93d85c67719037ff4b3d648238639d49717fe9c2517314c4b127b4a7d64fc87c3b3d6967a1ab6d12dce988d3e6baa1542c9b5560eb1086e4aaedee6ab18a	common_voice_vi_49175895.mp3	0e580bb526331c47fe9690b3285d36b6ee29e4adfe27e1e6170c436e6719664a	Ngồi chò hõ vừa hút thuốc vừa nói chuyện	general	2	0	twenties			Hà Nội	vi	
4e59f9ea20c5426b330c30249a22d7713aead1c4f4cd03268145a2127ac026d3cf43ec1f49cf245e6b236428692625ba354e73a2d7f22497f429558c1846adf2	common_voice_vi_30651248.mp3	636bb941437a6db7448ac1aeebcf104918a9ee8c64986414127cb2ff69e572dc	Yêu loài hoa và một thời khờ dại		2	0	twenties	male_masculine	Mỹ		vi	
57a893f237975f955de36e2ac57640679e4004a50dd73b8f06006e24218809aa404243def280ac40fbe76f39e1431d8384df0a78606ba2e8fce20d9c68dca441	common_voice_vi_39434954.mp3	0042201ba24c521466d506f0414384b394bae6b9059d0374030a51d7a8fce43b	Thì sẽ không tìm được nó đâu nữa		2	0	twenties	male_masculine			vi	
5c1b37214d8260c32b356aea864a36f85fb5b69fc8e443ac4edb5451280bcf14fdaa7c12b58835b51897da9a6bf998ca5738d1208d167e93e91c1779a1ce4338	common_voice_vi_29976771.mp3	6f8a987b7d8367371d4bb1830395e60b6f204b0cef7df0a2d266cca6e4f45c61	Gọi lòng say thả mộng mãi yêu thương		2	1					vi	
5f19f386e1165c86a3869b1b4ed9401c40222f441a607deea28467dc7195fec5500943b7bec32430af7210f0631445e1aa37d780a22cf872cf4cd7381eb6360f	common_voice_vi_28901382.mp3	208f23228ba4878bb30285d428ed9cec12a97dafb983da6024fd49bb032861f1	Mà lần nào cũng thấy bó hoa dã quỳ nằm bên cạnh		2	1					vi	
61a3bdce724f826cd1b2381b019e286fc7dfc0db75b8068c2cec5b0f7eb69302c94763414411c2d574fe4362f33f179ee99bc3de2d7c148879c582574bbb274e	common_voice_vi_23847785.mp3	24eadabfd33fc3b284825bb4d99181962f11b2f554b932bf48a29a0bdae2583e	Vừa muốn nói thì lại thừ người ra		2	0					vi	
649ba4f730791fc8c6eb8eb8ecf856a8143fc6b446c337f3148c69dbfa5ba0b7f031eb26fb9a449f08a3e53e425e010e831f7449beaaee18c7b816662a58f839	common_voice_vi_37144888.mp3	17c46f163873d481f3148e288128fd1895a10ad19220dbe24aedff7eb1a1e01b	Anh đã tới cuối đường hoa tháng chín		2	0	twenties	male_masculine			vi	
6a524e8c30e83cd707f4dcd64cbeb13a447bd8c162dd092129bb10d3ce0329aa70c020ae2bf31b8cc15191e3a2bcd78037ebfef3ba11040d85875650242f4007	common_voice_vi_40015674.mp3	0ab574d44ac641de1f0befc923e33a969a74903409ffd1842a000bd9dd2a41eb	Nếu nhà có phúc		2	0					vi	
6aecd90c1a2adff1eadd2d0cc87ebc42e7cf142cb72b285219bd918cd2cb7bd4b0bbc6df965b00265e841386c30f07d0e31f153bc2a9a956abda86113105f41d	common_voice_vi_23950004.mp3	5dcad44582366a21e521c553e48c95e51fff8fb35842b7d21bf5303537a9c744	Bà bói liền đáp lại		2	0					vi	
6b804d298663c794784a93e57c5e752aec82bf026beb8576a7a038577873a0c3820a3104cd30f5b559076000324a400f79be5a0690f79199a41d5ea590190d20	common_voice_vi_34956799.mp3	fe4637d78610ad103117b38c2fc39c6d682566fe6680fb1ef0e9e4c1bde36ebb	Nó toàn nói về chết chóc là lắm chú ạ		2	0	fourties	male_masculine			vi	
72e5b72666bb13cb34317385f2d6626a347eba8841ae07b6d172bcf9cebcd3f0e625f877ed4ddc602b372539d4bc0c35b5a502ca4d934c72ed8a5625d3257147	common_voice_vi_36966197.mp3	f7991d093f9199aa8a243f07c6add44f069c7f4a656bad5fb4e6ba9f2e07ec82	Bố em nhìn đồng hồ lúc ấy là hơn mười hai giờ		2	0	twenties				vi	
75a34836d4e0b55c19a8c878299aace43a4c7b5e9949f1d9bb7650f13ed3c6dba121a747a722750fb5f47235f689035b7b07b8ff53c1987fec025461076315ff	common_voice_vi_27727236.mp3	bb8cd015f220824109ea03dcbd53b3c9a1412fbc6a0a4a84dd39c520e288d44f	Trong mơ màng anh thấy nhớ em hơn		2	0					vi	
77efb04e199216e699cbb868f261ef226d05ad8ef7032b8d18e864f287367ba8eea91f1f8efd7bb56d6ac342a427158f7594b4f0cf669000ca5041060ed481bf	common_voice_vi_42174591.mp3	03eea97b0f53b0f02d60dd386dcd60982fb49c7ae69f7a0bce0caf78ab42c645	Cứu một mạng người		2	0					vi	
78ffceb7a0dc4b1bfcd8b72f2dd7b96a6ce1def2f363fd5f96381597b379da5eed7c3a573128d7783fd330b798263dcb94f8416d6919e53ef4114409166f6156	common_voice_vi_27768856.mp3	c0471f03cc172ee055deb014f62c8d2e1216515a5fb0fe68f1155a0313ae262e	Tháng mười một chiếc khăn như bóng rợp		2	0					vi	
790bfccf475d84e50a09b0ba2b0fd217c6b94a13ddf4d9091189dc5f1a2aacf12a60cec428ad19c74eb5544b3ff9a2817ebec6ab93375f87b923a9293a1bdc3d	common_voice_vi_25157829.mp3	6a616df88415fe1117db299bcd5ab486098d1db4119933b8f3ba03dbba427db3	Ra đến chỗ để xe thì Phương chép miệng		2	0	thirties	male_masculine			vi	
79a12da75d65caf4541bf598e6d312b892520cafa2f62afbc6a25e7e492f60ccfc2d9a9ea4ac33b1595cec4632571c15137f8ca446ef17b8bee2bdbec5291a6e	common_voice_vi_27648335.mp3	6d473db3426f4a49583d92fd8e18655b74d0b0c20b7f6c687831076c6257ca93	Anh đưa tụi tôi tới đó ngay đi		2	0					vi	
7bfd3ce3dee99471b35b3b0061ae427b6749aa112faa9b8a3a6c4cbae6eeeaea8288a379629bd1f54693d19e32279b2a94065f96218ec38f873bf5d923541026	common_voice_vi_27973205.mp3	bc9693a872707c8e2721d6e0c0cd52be0b9f43a154e950cddfc41c11f99dd41d	Thì cô con gái của chủ nhà lúc này đã trở ra		2	0	twenties	male_masculine			vi	
7e67ea554c874f8040b510b03ff37fc69c94b40e7f9272b96fbca8f357c8aecfd05d50fdcd29a63b307bc96075ddd978e22fd8c0231c4d33e29c7d27a2dfc703	common_voice_vi_36461196.mp3	0ed7a57ff91c2736a260b84a84d01147afc5b4a93868fd24a5f5299a05000c8a	được đặt ở khắp mọi miền Việt Nam		2	0	twenties	male_masculine			vi	
7ebec88e5bae76c1547e1120e6f6558e92c0bd0c465e060bbd872d60b40a2964a005891d4af9ac704feb1ff9fd9d9ec6833f7a7285595d3ea97e9852273d0515	common_voice_vi_27600372.mp3	9ca2adf0f9bb1c29110cf13848a747a6f8868c9d7074ae49ec51a31ac9065248	Con cũng nói với cô ấy đôi lời		2	0	twenties	male_masculine			vi	
81aefebae6b22afde3afe3126ff78c0a936f886094645b7e58bf9442dec7a0c9abd1b81d5a4cf41a97492ee97948d53cc436325236f9d5b56c62e043f3a5bf51	common_voice_vi_41572236.mp3	ad5bf5c2f8d2c198c105b6c7833c14130cd8cd94dbb156ad5e202c4fa9a2ae2e	Trên những con đường hối hả		2	0					vi	
9b988a4b87e156cf2cd5048c97e44b86407367689434302bbac1183992172bb1079033a9e6edf25c211c642f46df25bc3649867a582ace21ad32713477f6953c	common_voice_vi_42696084.mp3	31c566c635733e7a4fedc1be5ddf2e6f6ff2bcc658b12ff19c7cf68a73d07756	Tầm một tuần ở đây thôi		2	0					vi	
9c2476fee1936dbde99533a089f6af11b9eca8e9c588a81b75c9796ead98e3f05c06f952604ca510d414ec3b1d263e8de1a66b769c0c19a5c96d0d1b266aa8f8	common_voice_vi_30519756.mp3	6dad66cb0bbb06e8d43d3c1bcd4917a7278268fa99b108fe90f69f61caed37b7	Không heo may cũng chẳng cúc rợp chiều		2	0					vi	
9ca820de073a5e5581e79e42cc58e9561b38a8607e1d6ad7da6a7271f2c6dec13047a4d2a21d6fff97b8ae7a3d7edda76cb6bab0d19a397c40cad5963feccd16	common_voice_vi_48200742.mp3	42207738f91b9077b6e6ca88d262f3728fc928df318517eecae9b38e17c9df74	Uống trà tàu cũng phải đủ bộ sậu mới khoái	general	2	0	twenties			Sài Gòn	vi	
a144e35bc43fa8063fe3607fa5f502a68e02043bb74f878b434c4e82fab533c2b91b407ebc04e9c65017a0f141245a83a892283f753dd15ccd4284ae7aa4407e	common_voice_vi_33371623.mp3	06b67bed70efbe061b5324f8e3c5d36ed70eb917760d17f6e6f5df5d51433084	mẹ đi xem từ bà tê đến soi tiền chỉ tay viết chữ		2	0					vi	
b22f7efd34e0a2309c21605c7fd0f76315c00101da38aec27bf2599b14ab42b140545ae928bf58b02399b588fd40fdd7b0ce3e74ccef3a1b8590d522e9923095	common_voice_vi_25117161.mp3	5b2a82d019210e96cbeb4541654e0883b7782e4d5d660faa1ac7a91594ab212b	Gió hãi hùng giật rú từng cơn		2	0					vi	
b278a6913be2ea29c0c02efdfe0a167bae9b3268d7670980267c84a50c97ee5b7879e237a11ec618db1f9e0b9e7ccd182dffcc5d8513ba5b05c3545ec0257bfb	common_voice_vi_27549962.mp3	6c70918896165aa36fa75d5422fbcbcdd960236fd87e39aa376a0842e92ae771	Để sớm mai sương giăng mành thổn thức		2	0					vi	
b4fc737249cbc20bded91eaad4adbc0955933e9cb0999823d3de9a07707af67e3d36964af54fb7fb00d44f2d3d76267da03483548614379165bf14ca460a8ce8	common_voice_vi_31326475.mp3	e4f93cd1071b78dbb02e1aac91fffdc01164c8b3a897b872a5d3d20e8d6b5088	Hình như Hà đã được nghe ai đó nhắc đến rồi thì phải		2	0					vi	
b6588cc15e7a445c7dd4c1c5ec2395aeff7a680e29738f93ad6d5b5aea678dedeabb3a83bc8aedeb00d308d0116764d4b0b35d4f7b52411504288f085fe7147f	common_voice_vi_31239308.mp3	d0fef8c7a92c22d0615a5c4d9081601ea0441e9e9eac6634c79259b194bb42dc	Em với hoa, với bao điều oan trái		2	0					vi	
b81d9cd6272fec6ad395115b779f56d164a8af14c1215b8937cb3352fd2bce179a039a748fd9c0d9e606fdf71c75a3230a6de5f188bb25baa404958951db7655	common_voice_vi_23690373.mp3	1c3d59c60fc6e71603bb2d8ccb0a5a31af141fb197d203a80e48216557e1658d	Na ngoan của mẹ		2	0					vi	
bb84c14197b7916a07473e153fcb511d14467f1bcc9a3e62e6ce0b95d0b44a119d2d8d3a137b945ec1eb1efb6b0d8595e967ec81f7b7029a959ef72f34333e60	common_voice_vi_28963565.mp3	19dcb351df3974ac2f8445e13aa39f1db213273a7c59f76c20c69c853caa1a67	Tháng Mười, em đến thật rồi		2	0					vi	
bb9c994214e0632a356852c1881ed6a0c22c0ad642317c28640eecf3060661403bff8e8fe6375df101068f642c11efe33de966c788129df14a98075fdc4ad28f	common_voice_vi_30610700.mp3	d90ae5cb9af58c00d7148b71f9b37aa25502f787c60d09afeaf0fe95786c28ac	Tất cả		2	0					vi	
bc578dd19d487dbca0a1b0baae2636fb0a2371655ac0e56cf3cef684bb6ddbc431ef17ae0747e6b6f376976bfe0627f9b176145b0f2b222729059f25d0353aee	common_voice_vi_26160952.mp3	ffefff69bf1f8e7239e00a0f0de89bfb4d3a73c2b179fc9d67d1afc991d930d0	Dắt tay em, bước bên thềm hạnh phúc!		2	1					vi	
bee8631fd509f0c39f944424695970dab43a0a779482e4b82e82358f8294bfb4fe73dd9e45c994e929cd179b0b4aeb297b54f60457e847280349892c60a503fb	common_voice_vi_39660454.mp3	277d3149f7d76565e373b9e98fe562dd57f7a87c0ecda82a3cc8a4fd80a2e4c6	Tất cả đều nhìn xung quanh phòng nhưng không thấy gì cả		2	0					vi	
bfeac85b4a50012d4c7685d879487561620687faf429a6f77eb266b7e65c2d8959baf5710fadd15c921b085ecf75bdad62fd2c7674f4decca88c6249332c2d17	common_voice_vi_30396425.mp3	dffae2cfb0a691047dd4070dfe1c4923b72626c0c7818d00226b8ac7cbb9d553	Để cho thương nhớ thật nhiều		2	0					vi	
c6ce2044e86643f37fd53a076ae356b2d472b6529f25a1e983e40a46dd212c0957286fe807e77efad56f923bfa9c75caf82c06c5088f99be4a8d57ead265a512	common_voice_vi_47272543.mp3	25cb67c8d6322195e63386584ec8e10b55a93fc90eb851b5165b8cfd0169aaa8	Chọc trái ổi chín trên cây	general	2	0	twenties			Hà Nội	vi	
c8c2349928dfd7372207c8dafaa09446b4e975b564962e00057a6042fd8b0a5503574abee0fafc19b11e3a959e314eaacbdc898833d19c0c3e319b3e7f8ea662	common_voice_vi_32100551.mp3	e51b2fe37536f7ac1db8655bc7a65f800263d64dde2b59d98a11aa25ee73fd93	Trong những bước một thời ta lạc mất		2	0	teens	male_masculine			vi	
c9d892b911669e41138f0339526c4fc55cd1743b05ede8bf37255f81844797bc583e4a2e0428f0ad215eed1f3f5195bd4eb38837a2f1ca0b38f7133b9d9decef	common_voice_vi_48997293.mp3	32fede09ecf40b5c2acc9d85dc5c7835db0ce58bc45158eab822a3e9f3233141	Tánh hay nói xóc óc làm người ta giận	general	2	0	seventies			Huế	vi	
cb17b8986e1aa33940b81d5c88e780cc88204ac173d00373232778d5ce90a415e466b4a4dfea40c6ddeef74832ef807e7dcbce5ed47a487e87fb46145f5b20ed	common_voice_vi_28370456.mp3	19e620b3f727dd0d6177c0496eb126f137726ec9b4c5cedc4e18959729e31cf5	Tiếng rơi quay quắt rã rời		2	0					vi	
cfc40fe53e27c65a55902d1af7fb42d1fc7cc77143f074ddacdd7cb33c75d0bf7f3f829c7fce8a9485cc65ad9fabbfab551e5b4ded72a804626fbda85cee934f	common_voice_vi_26989391.mp3	5d347c77268eb7932db013209fb3f2f4b49a7851cd505068fa5225b457a30466	Không được anh chưa thể tự đi được		2	0					vi	
d4c84465c9ac5c8dc4df97a850437c1f18410bca24a4971fea43dc3c3b7b971994f675201e90a6589e28262ffc0a738216a863b0e8badf2cdd3633c0c2c4e0b6	common_voice_vi_39647656.mp3	1fcb1327ae53a6eebfdfff6c93bbfd62e34e4f2a21639d55b87fd7aba4b8cf9f	Vẫn nhìn được rõ chiếc xe tải tử thần màu xanh ấy		2	0					vi	
d4ea62a29f5ec509b2acc58a3d8e3aa0845113c17633945d04da841682ba24f8a6d2d5f3745e0450e3d29ccc6e495db53e68b9a70e795adcc05f360797ec3056	common_voice_vi_40390004.mp3	2ff536cf15a7868c1914d879ddfd8c459bc500ac53ce99b3477ec91affc22796	sự sợ hãi		2	0					vi	
db9f7b7b1e279ecf14b2c80db76741780c94184a34ebcf3c810287c27b81495fbe6af865294be4ce753302e0adc398eb74970be2b8c23693482309ee20e094f6	common_voice_vi_42723064.mp3	025962e12f1c77dd766d88066d4ae945a924a150ee20af26de8f32509735c804	Mẹ ơi em an		2	0					vi	
e114dc061e82c39832b98194fb8315de272d187aacdff1f834004f6f177a2c58639cfa648592ccc181f2a6b25522dcf530a2a0c66f81161a470f7c369e5e4c9c	common_voice_vi_23397238.mp3	26ebbb985d33547f3bc0f757733b23c0a8357a118a8c41ad59a3c7e359b947e5	Thảo cố hết sức đạp vào người của em để ra ngoài		2	0					vi	
e753d222a71da2fb9e0ca32f81d281e3c7ea197f7526a5362b46929d2e051517d41d54d599a0d438f0afcde773628c8ebd2f34532408c9f0250ed4e4ac6ba1c5	common_voice_vi_25121143.mp3	4874a0f77002b50248865130c4a42057d4e496d6cb21d200beffda01ad518ae9	kẻ khờ khạo		2	0					vi	
eb2039027e12746b38b7da0edb92323304bda0f7060f299e00ab661300b509347fd2812d76cb12f748069958d49b6051d1f5d0eb1b2147e3341e995ac509fcb8	common_voice_vi_27875885.mp3	8e7b283f566832fd128906e141aa5e131dbef9e3b83a4c97055ef9bc043806b6	mẹ em làm việc		2	0					vi	
eb5c04654270d3c3d3da28641cf738172b6a9ce96b320c735c21b900f5b98590f20111bcc0a24fcc62cac4c2c1cb37f563874df843a0fb44ff762e9088189425	common_voice_vi_38022025.mp3	22b835e9450c3d5e5a7500cf7afd4aa39f42f4e8969dd5189898e26aafa5b64a	Ước mong ân ái đậm say		2	0					vi	
fa22b84837cf863126e2346eaa5df6f2c1ff8c6e27eb9877a25fc1a727a4d974694d82ace0da478113c69cc8e4af1dd6f8d358d72f57afadcbfb40484c91304a	common_voice_vi_27982297.mp3	4e7f61f43bf86085a759675176d98e29326d425b0d2f8903ccea157298a6ada6	Gửi theo gió đến ai nơi xa ấy.		2	0					vi	
fe1691968cdccf4a28110c57a68f10f8db72663a587fc2a8a5b34e103e8699d9b35e13004d3042a47c48ace2eb7fce83e3462107b741b2d33c48ebe1ca681cd2	common_voice_vi_27658158.mp3	9b3f60fbc590fbc6709110b9b87fee4e5471fc44e50207b4b79b371f4472c6b4	Cơm nó áo ấm		2	0					vi	
06aaee8c80892e6f6b781d722ae639db56e4909b0f06db773a11d23b768352b9f57f1b1193c94fe7f954c3536936fc152f05098b6ed6f7adb7deef11a1171ad2	common_voice_vi_28846905.mp3	c12f409a7b8a87e95ad5040287b5bd39bb5ca60221452c4c52095569358f2603	Đặt lên ngực của phong rồi bảo		2	0					vi	
06aaee8c80892e6f6b781d722ae639db56e4909b0f06db773a11d23b768352b9f57f1b1193c94fe7f954c3536936fc152f05098b6ed6f7adb7deef11a1171ad2	common_voice_vi_28846908.mp3	fdc1d23eb998ea4f2aba682c626857b747e459ee301e3d10af0d473841d3e9df	Hương thu còn thoảng đâu đây bên thềm		2	0					vi	
192c47c6806efc218151a43d962960ed6e2850afe493aee6786c3b0b755d9753a9f7e4442cb3af4cfe4bc0d3ec8120b28df4a068f334c31017f69adfaf6fd5c6	common_voice_vi_25112168.mp3	4500def910628bb44fa4db15403d7d185df9b442903f6338e250476264ad8f42	Sao anh vội về ngay?		2	0					vi	
192c47c6806efc218151a43d962960ed6e2850afe493aee6786c3b0b755d9753a9f7e4442cb3af4cfe4bc0d3ec8120b28df4a068f334c31017f69adfaf6fd5c6	common_voice_vi_25112189.mp3	55e49eb4fc9a68a21feb6eb42930022c3e7c076b361aa19b24785fef8b620c47	thì Người đàn ông này liền lên tiếng		3	0					vi	
244e585593b49da99068ed3d6413b507ae34ec88a68d82cea6060fd929bf3578d6273e8a44808b235eac3c21ea924414b0714b7ffdca056cbc99ea954eb40941	common_voice_vi_23891882.mp3	3b6f0b653a1f412f5db609ee6145be27b301b2f27625c6007766c0d14d499047	Con của tao Ngoan hiền lắm dễ thương biết nghe lời		2	0	twenties	male_masculine			vi	
244e585593b49da99068ed3d6413b507ae34ec88a68d82cea6060fd929bf3578d6273e8a44808b235eac3c21ea924414b0714b7ffdca056cbc99ea954eb40941	common_voice_vi_23891886.mp3	38eab8d7ba0fe8172a31b01fe91e41742e2ceabe55a64eaa6517ed9788424ab4	Mày lại mơ à		2	1	twenties	male_masculine			vi	
262119df4e2af78520b4394077921518844bd2daf2d50a0608e122b3e873a7709d55a223483e6fc3c5eaf3253bd5ce359232805c2050ae7de3b7f0ef6933d9af	common_voice_vi_27648097.mp3	06a7651528f468eb1c3c2e97342c17327a7ab424ce6e9e14b5a1948b61a52673	Tháng mười ơi gieo vui cơn gió lộng		2	0					vi	
262119df4e2af78520b4394077921518844bd2daf2d50a0608e122b3e873a7709d55a223483e6fc3c5eaf3253bd5ce359232805c2050ae7de3b7f0ef6933d9af	common_voice_vi_27648100.mp3	3d76f94b0ebaf3f20479ef95531a7c014c537c842ca7030a62b0e71dbd1c4116	Khẽ thì thầm trao nụ hôn ngây dại		2	0					vi	
2ab748ad240a1be719451ce8dc4280fc5b26f06e8427999bf29fce88e097de7c81280dbd4a41daeece1c48dcd89d37b15205e3c9f4ac3c39de6de4ef204bc707	common_voice_vi_28075854.mp3	8427468a60d1c834d83513352f25cb0ab85804130f30168b70858936609e6eb0	Chỉ cần mày với tao vẫn làm bạn là được		2	0					vi	
2ab748ad240a1be719451ce8dc4280fc5b26f06e8427999bf29fce88e097de7c81280dbd4a41daeece1c48dcd89d37b15205e3c9f4ac3c39de6de4ef204bc707	common_voice_vi_28075857.mp3	baff336da32554ea48bb7e3172b1dd3db8fac034b00a9563401296bedace812c	Cỏ lật theo chiều mây		2	0					vi	
39cd5b42aabbdc3284e94f99bf0095fb35fc10efc9b43887d471d2747bd262a51d248e77f6459f17b876db3ff471b3e1d9a55656b433d37ea16d530b68dd38e3	common_voice_vi_27152897.mp3	e17dfd07da4d8adf82976e580a8069b37508ea15a40a42af6a4ee935c9b0c408	Anh đã biết tình kia là không thể		2	0					vi	
39cd5b42aabbdc3284e94f99bf0095fb35fc10efc9b43887d471d2747bd262a51d248e77f6459f17b876db3ff471b3e1d9a55656b433d37ea16d530b68dd38e3	common_voice_vi_27152894.mp3	7d00b2824e0b58c5877deebf99838e5b04b27dee821af677d57225e55aef402c	Cùng lắm là Thảo ông Thần Tài		2	0					vi	
